emp_no,first_name,last_name,title,from_date,to_date
32547,Maria,Rebaine,Staff,1985-04-15,1993-04-15
32675,Shigeu,Bharadwaj,Staff,1985-11-30,1993-11-30
32680,Radoslaw,Jeong,Engineer,1985-11-03,1992-11-03
32701,Dekang,Delgrossi,Staff,1985-11-08,1993-11-08
32747,Jeanne,Salinas,Assistant Engineer,1985-09-16,1992-09-16
32783,Inderjeet,Borstler,Staff,1985-09-01,1992-09-01
32789,Hinrich,Delgrossi,Senior Staff,1985-08-20,9999-01-01
32806,Owen,Huhdanpaa,Assistant Engineer,1985-11-13,1990-11-13
32851,Khaled,Veeraraghavan,Staff,1985-07-24,1990-07-24
32930,Shooichi,DeMori,Staff,1985-08-30,1994-08-30
32948,Tesuro,Kowalchuk,Staff,1985-03-18,1990-03-18
33049,Yannik,Bojadziev,Engineer,1985-08-31,1992-08-31
33052,Rayond,Armand,Senior Staff,1985-07-30,9999-01-01
33069,Soenke,Fordan,Engineer,1985-11-01,1991-11-01
33172,Mario,Conti,Staff,1985-04-14,1993-04-14
33195,Dipayan,Eiron,Senior Engineer,1985-06-27,9999-01-01
33197,Dmitry,Riefers,Staff,1985-04-07,1994-04-07
33204,Shirish,Marrakchi,Senior Engineer,1985-07-12,9999-01-01
33237,Pranas,Luks,Engineer,1985-10-18,1992-10-18
33316,Christ,Siprelle,Engineer,1985-08-04,1993-08-04
33444,Guiseppe,Staelin,Staff,1985-09-05,1992-09-05
33463,Magy,Toyoshima,Engineer,1985-09-16,1993-01-07
33538,Hatsukazu,Kroha,Staff,1985-05-10,1991-05-10
33682,Foong,Kroll,Staff,1985-07-07,1991-07-07
33790,Venkatesan,Picci,Engineer,1985-04-20,1993-04-20
33798,Kazuhira,Ravishankar,Engineer,1985-04-27,1991-04-27
33810,Shen,Mundy,Engineer,1985-05-26,1992-05-26
33828,Sachem,Chenney,Staff,1985-08-06,1987-09-05
33882,Hugo,Esposito,Senior Engineer,1985-11-19,9999-01-01
33886,Sudharsan,Heping,Staff,1985-08-19,1993-08-19
33905,Constantijn,Guardalben,Engineer,1985-07-27,1994-07-27
33928,Bluma,Levasseur,Engineer,1985-11-19,1992-11-19
33984,Murthy,Ginesta,Staff,1985-10-16,1994-10-16
34040,Dannz,Farrow,Assistant Engineer,1985-08-23,1990-08-23
34123,Djelloul,Lyonns,Assistant Engineer,1985-12-11,1990-12-11
34157,Bokyung,Veeraraghavan,Engineer,1985-11-04,1990-11-04
34197,Arif,Anily,Staff,1985-09-22,1991-09-22
34274,Mabo,Roohalamini,Staff,1985-09-21,1993-09-21
34276,Miomir,Steinauer,Engineer,1985-10-15,1990-10-15
34286,Jianwen,Tanemo,Senior Engineer,1985-05-18,9999-01-01
34301,Bedir,Jeong,Engineer,1985-02-20,1993-02-20
34434,Basil,Roccetti,Engineer,1985-08-05,1994-08-05
34500,Fumiya,Ranst,Engineer,1985-07-31,1992-07-31
34524,Ghassan,Jenevein,Engineer,1985-09-03,1991-09-03
34590,Ranga,Glowinski,Staff,1985-07-28,1991-07-28
34627,Sachin,Vieri,Senior Staff,1985-09-30,9999-01-01
35006,Sashi,Yemenis,Staff,1985-04-28,1991-04-28
35064,Sanjiv,Rosenbaum,Staff,1985-03-27,1992-03-27
35187,Xiong,Boudaillier,Senior Staff,1985-03-07,1991-02-24
35249,Mori,Swiss,Senior Staff,1985-02-04,1985-12-07
35290,Zengping,Zobel,Staff,1985-04-14,1987-08-06
35334,Manton,Vidal,Staff,1985-04-19,1992-04-19
35350,Takanari,Albarhamtoshy,Staff,1985-02-10,1990-02-10
35360,Feixiong,Copas,Engineer,1985-10-06,1992-10-06
35381,Faiza,Liesche,Staff,1985-12-09,1993-12-09
35428,Tadanori,Eterovic,Staff,1985-10-17,1987-11-07
35499,Mari,Erni,Engineer,1985-05-05,1991-05-05
35506,Sanjoy,Schahn,Technique Leader,1985-06-07,2001-04-25
35517,Mani,Hofstetter,Staff,1985-05-08,1992-05-08
35637,Yurii,Fasbender,Engineer,1985-07-24,1994-07-24
35698,Fumiko,Tokunaga,Engineer,1985-05-26,1992-05-26
35750,Waiman,Poulakidas,Staff,1985-12-15,1991-12-15
35815,Faiza,Guting,Engineer,1985-12-29,1990-12-29
35905,Christoph,Bernardinello,Staff,1985-08-15,1994-08-15
35917,Ibibia,Jarecki,Senior Staff,1985-12-03,9999-01-01
35936,Dzung,Garrabrants,Engineer,1985-09-29,1993-09-29
35986,Avishai,Nooteboom,Staff,1985-02-25,1993-02-25
36129,Hyuckchul,Ranze,Senior Engineer,1985-12-02,9999-01-01
36175,Jiong,Auyong,Senior Staff,1985-02-07,9999-01-01
36207,Shalesh,Cyne,Engineer,1985-09-07,1992-09-07
36234,Aloys,Gecsei,Senior Engineer,1985-09-19,9999-01-01
36243,Gudjon,Bojadziev,Senior Engineer,1985-08-16,1994-04-24
36245,Wojceich,Lambe,Assistant Engineer,1985-07-23,1992-07-23
36306,Khun,Asser,Senior Engineer,1985-06-17,9999-01-01
36418,Jaideep,Speek,Senior Staff,1985-06-04,1993-01-24
36446,Spyrose,Penz,Staff,1985-10-29,1994-10-29
36453,Fan,Polajnar,Engineer,1985-09-11,1993-09-11
36495,Jiong,Ananiadou,Engineer,1985-09-24,1990-09-24
36566,Valeska,Sewelson,Engineer,1985-08-01,1992-08-01
36611,Yurii,Vidal,Staff,1985-07-01,1992-07-01
36616,Basem,Merli,Engineer,1985-04-22,1994-04-22
36644,Lalit,Tanemo,Staff,1985-09-16,1991-09-16
36683,Horward,Bernardeschi,Staff,1985-10-06,1990-07-13
36702,Tzu,Murtagh,Engineer,1985-12-25,1990-12-25
36731,Zongyan,Liesche,Staff,1985-04-11,1992-04-11
36765,Erzsebet,Murtafg,Engineer,1985-05-14,1990-05-14
36922,Dekang,Rosca,Staff,1985-08-24,1993-08-24
37200,Frazer,Stassinopoulos,Engineer,1985-09-10,1991-09-10
37275,Rafols,Baaz,Staff,1985-11-15,1992-11-15
37339,Yucai,Molenaar,Staff,1985-09-16,1993-09-16
37400,Danel,Docker,Technique Leader,1985-11-05,9999-01-01
37449,Dinah,Kalsbeek,Staff,1985-05-27,1988-09-16
37482,Masami,McClurg,Staff,1985-10-18,1991-10-18
37498,Akhilish,Ladret,Staff,1985-06-28,1992-06-28
37593,Ugo,Bazzichi,Senior Engineer,1985-06-29,9999-01-01
37652,Dmitry,Matheson,Engineer,1985-08-16,1990-08-16
37702,Mayuko,Soloway,Senior Engineer,1985-08-20,9999-01-01
37879,Miyeon,Lanzelotte,Engineer,1985-09-26,1993-09-26
37902,Owen,Pokrovskii,Engineer,1985-08-10,1992-08-10
37913,Elvis,Demri,Staff,1985-10-18,1994-10-18
37920,Apostol,Lieblein,Senior Engineer,1985-08-17,9999-01-01
37930,Subbu,Iacovou,Staff,1985-09-21,1990-09-21
37932,Zengping,Schusler,Staff,1985-02-09,1993-02-09
38008,Perry,Merro,Senior Staff,1985-09-14,9999-01-01
38027,Shigeu,Fujisawa,Engineer,1985-03-22,1994-03-22
38124,Mayuko,Waschkowski,Senior Engineer,1985-08-16,9999-01-01
38172,Vincent,Unno,Technique Leader,1985-07-21,9999-01-01
38377,Herbert,Smeets,Engineer,1985-08-28,1991-08-28
38511,Jouni,Gladwell,Staff,1985-07-17,1993-07-17
38512,Bowen,Melski,Assistant Engineer,1985-06-09,1994-06-09
38513,Valter,Brlek,Senior Engineer,1985-02-26,9999-01-01
38540,Achilleas,Baba,Engineer,1985-10-24,1991-10-24
38600,Alejandro,Kitsuregawa,Senior Staff,1985-08-09,9999-01-01
38754,Hideo,Radhakrishnan,Senior Engineer,1985-02-15,9999-01-01
38779,Sashi,Dredge,Assistant Engineer,1985-12-26,1991-12-26
38782,Udi,Oskamp,Engineer,1985-02-02,1990-02-02
38825,Atreye,Jiang,Staff,1985-07-05,1992-07-05
38939,Rosalyn,Hardjono,Technique Leader,1985-03-27,9999-01-01
39014,Susanta,Hertweck,Engineer,1985-08-31,1991-08-31
39127,Aron,Gulak,Engineer,1985-06-11,1986-10-26
39152,Kristen,Marakhovsky,Staff,1985-08-14,1993-08-14
39182,Utpal,Akaboshi,Staff,1985-07-06,1992-07-06
39209,Jaewon,Jonsson,Staff,1985-11-07,1993-11-07
39254,Mari,Benantar,Staff,1985-10-12,1993-10-12
39292,Rayond,Swick,Staff,1985-08-18,1993-08-18
39293,Heng,Mungall,Senior Staff,1985-02-22,1995-04-03
39349,Mart,Crooks,Engineer,1985-09-09,1993-09-09
39351,Juichirou,Zeidenstein,Engineer,1985-10-07,1990-08-17
39388,Slavian,Szemeredi,Senior Staff,1985-10-29,9999-01-01
39396,Rafail,Vasanthakumar,Engineer,1985-04-22,1989-11-08
39466,Gererd,Binkley,Engineer,1985-07-22,1994-07-22
39555,Weiye,Tomescu,Engineer,1985-06-30,1991-06-30
39641,Kazuhiko,Taneja,Engineer,1985-07-30,1994-07-30
39737,Georg,Boreale,Staff,1985-08-18,1994-08-18
39833,Menkae,Vernadat,Senior Engineer,1985-06-11,1998-12-09
39901,Jianhui,Ushiama,Engineer,1985-12-03,1993-12-03
39904,Bedir,Peot,Engineer,1985-03-28,1990-03-28
39910,Zvonko,Masaki,Senior Staff,1985-06-23,9999-01-01
39919,Dulce,Garrabrants,Engineer,1985-03-11,1994-03-11
39929,Ewing,Fontet,Engineer,1985-08-29,1993-08-29
39998,Nimmagadda,Monarch,Staff,1985-04-23,1991-04-23
40051,Dzung,Maierhofer,Engineer,1985-09-21,1991-09-21
40055,Bodh,Aloisi,Assistant Engineer,1985-09-28,1992-09-28
40160,Oldrich,Passino,Staff,1985-03-06,1993-03-06
40173,Jungsoon,Pews,Staff,1985-09-15,1990-09-15
40285,Kwangsub,Kragelund,Assistant Engineer,1985-09-12,1994-09-12
40314,Xiaoqiang,Miyakawa,Staff,1985-06-07,1990-06-07
40499,Macha,Tzvieli,Staff,1985-11-20,1993-11-20
40607,Danae,Lorch,Engineer,1985-12-10,1991-12-10
40930,Martijn,Majewski,Engineer,1985-08-12,1993-08-12
40954,Stein,Gire,Engineer,1985-02-13,1993-02-13
41008,Heather,Paciorek,Staff,1985-02-05,1990-02-05
41014,Sachin,Atrawala,Staff,1985-05-11,1993-05-11
41080,Khalil,Schieder,Engineer,1985-02-19,1993-02-19
41127,Frederique,Kilgour,Staff,1985-04-04,1993-04-04
41155,Poorav,Coombs,Engineer,1985-02-16,1994-02-16
41191,Stepehn,Waeselynck,Staff,1985-11-23,1991-11-23
41258,Shaw,Hutton,Senior Staff,1985-10-24,9999-01-01
41315,Moni,Tzvieli,Engineer,1985-06-11,1994-06-11
41394,Koldo,Simkin,Staff,1985-03-18,1994-03-18
41515,Leni,Baba,Staff,1985-05-26,1991-05-26
41642,Jordanka,Pardalos,Engineer,1985-10-05,1994-10-05
41755,Berto,Quadeer,Staff,1985-11-26,1992-11-26
41760,Heon,Berztiss,Staff,1985-11-27,1990-11-27
41802,Radhakrishnan,Iisaka,Assistant Engineer,1985-03-16,1991-03-16
41858,Alair,Schieder,Senior Staff,1985-09-17,9999-01-01
41881,Susumu,Kinley,Technique Leader,1985-10-29,9999-01-01
41989,Jaques,Waymire,Staff,1985-06-18,1993-06-18
42035,Ute,Wolniewicz,Technique Leader,1985-04-21,1992-02-09
42068,Toney,Dayang,Engineer,1985-10-05,1991-10-05
42085,Tonny,Hooghiemstra,Senior Staff,1985-08-09,1987-07-06
42101,Nagui,Granlund,Engineer,1985-07-31,1994-07-31
42124,Selwyn,Kopetz,Staff,1985-07-09,1991-07-09
42179,Caolyn,Aumann,Engineer,1985-10-14,1990-10-14
42203,Kazuhide,Mersereau,Staff,1985-12-21,1991-12-21
42281,Rimli,Pollacia,Staff,1985-04-21,1994-04-21
42454,Deborah,Zobel,Staff,1985-07-31,1991-07-31
42507,Sreekrishna,Braunschweig,Senior Staff,1985-12-18,9999-01-01
42622,Moto,Sewelson,Staff,1985-10-11,1988-01-27
42630,Vishu,Vandervoorde,Technique Leader,1985-05-20,9999-01-01
42636,Turgut,Ertl,Engineer,1985-11-21,1993-11-21
42641,Otmar,Czap,Staff,1985-02-25,1994-02-25
42658,Brewster,Pesch,Senior Staff,1985-08-24,1988-01-24
42661,Lubomir,Stanger,Senior Engineer,1985-12-21,9999-01-01
42731,Masaru,Halloran,Engineer,1985-05-24,1991-11-05
42831,Soenke,Hashii,Engineer,1985-11-10,1993-11-10
42879,Adib,Sabnani,Senior Engineer,1985-05-20,9999-01-01
42898,Krister,Prenel,Engineer,1985-06-10,1991-06-10
42968,Paris,Rajcani,Engineer,1985-05-08,1991-05-08
42979,Aran,Vendrig,Engineer,1985-08-30,1992-08-30
43004,Ayakannu,Ishibashi,Staff,1985-04-17,1992-04-17
43188,Arunachalam,Schieder,Engineer,1985-11-25,1991-11-25
43197,Fabrizio,Steenbeek,Engineer,1985-04-26,1994-04-26
43245,Chanjung,Kornatzky,Senior Engineer,1985-10-09,1992-01-07
43290,Yakkov,Aamodt,Staff,1985-06-22,1993-06-22
43351,Zijian,Poehlman,Engineer,1985-06-04,1992-06-04
43396,Dung,Zambonelli,Engineer,1985-05-04,1992-05-04
43571,Kendra,Homond,Engineer,1985-02-19,1991-02-19
43741,Jianhao,Oberman,Staff,1985-11-19,1992-11-19
43749,Jayson,Hennebert,Staff,1985-05-16,1990-05-16
43828,Jolita,Kornyak,Senior Staff,1985-12-28,9999-01-01
43840,Wuxu,Norsworthy,Staff,1985-08-21,1991-08-21
43859,Martins,Kilgour,Staff,1985-12-21,1991-12-21
43872,Pranav,Zwicker,Assistant Engineer,1985-07-13,1989-05-31
43893,Elvis,Wegerle,Staff,1985-09-12,1990-09-12
43970,Pasqua,Ossenbruggen,Senior Engineer,1985-06-04,9999-01-01
43975,Candido,Erdi,Staff,1985-12-28,1993-12-28
44213,Ramzi,Pettit,Engineer,1985-10-08,1990-10-08
44296,Jaques,Karnin,Staff,1985-02-11,1994-02-11
44311,Angus,Tagansky,Staff,1985-10-31,1988-01-05
44332,Masato,Baranowski,Assistant Engineer,1985-05-25,1991-05-25
44444,Bartek,Halevi,Senior Staff,1985-08-06,9999-01-01
44448,Manton,DuBourdieux,Staff,1985-09-23,1991-09-23
44509,Huan,Fordan,Staff,1985-11-08,1991-11-08
44649,Duro,Gecseg,Staff,1985-05-31,1992-05-31
44652,Takahira,Condotta,Senior Engineer,1985-11-03,9999-01-01
44663,Hidekazu,Krybus,Staff,1985-10-19,1991-10-19
44747,Bernardo,Dengi,Staff,1985-10-16,1993-10-16
44830,Maris,Meszaros,Engineer,1985-02-11,1991-02-11
45012,Xinglin,Kushnir,Technique Leader,1985-08-16,1985-12-31
45037,Chaoyi,Rathonyi,Engineer,1985-10-22,1992-10-22
45040,Mohua,Impagliazzo,Engineer,1985-11-18,1990-11-18
45107,Chaoyi,Dulin,Engineer,1985-03-22,1994-03-22
45109,Mrinalini,Sgarro,Assistant Engineer,1985-03-13,1991-03-13
45169,Nevio,Dalton,Engineer,1985-12-15,1993-12-15
45226,Aria,Poulakidas,Staff,1985-08-15,1991-08-15
45237,Gao,Saoudi,Staff,1985-02-17,1991-02-17
45681,Paris,Zizka,Senior Staff,1985-05-05,9999-01-01
45765,Hongzhu,Azuma,Engineer,1985-08-26,1991-08-26
45787,Martijn,Besancenot,Senior Staff,1985-04-15,9999-01-01
45826,Genki,Crelier,Engineer,1985-12-20,1991-12-20
45889,Vidar,Chepyzhov,Staff,1985-12-12,1993-12-12
45893,Szabolcs,Chartres,Engineer,1985-11-25,1990-11-25
45928,Somnath,Thiran,Staff,1985-10-18,1993-10-18
45939,Georgy,Rissanen,Engineer,1985-06-07,1988-09-27
45943,Huiqun,McConalogue,Engineer,1985-05-26,1994-05-26
45997,Marco,Zuberek,Senior Engineer,1985-04-06,9999-01-01
46002,Matk,Streng,Engineer,1985-02-08,1993-02-08
46006,Vidar,Speer,Engineer,1985-06-14,1993-06-14
46031,Hilary,Biron,Engineer,1985-11-16,1991-11-16
46102,Vishwani,Glinert,Engineer,1985-02-16,1992-02-17
46181,Rosalyn,Olivero,Technique Leader,1985-10-01,1992-03-08
46244,Nathalie,Nyanchama,Engineer,1985-07-01,1993-07-01
46343,Utpal,Assaf,Senior Engineer,1985-05-31,9999-01-01
46464,Neven,Lally,Engineer,1985-04-07,1992-04-07
46477,Berto,Ravishankar,Engineer,1985-12-17,1990-12-17
46508,Arumugam,Aloisi,Staff,1985-06-16,1994-06-16
46536,Muzhong,Leuchs,Staff,1985-04-09,1993-04-09
46640,Maris,Willoner,Engineer,1985-04-24,1994-04-24
46684,Jordanka,Tiemann,Assistant Engineer,1985-12-12,1990-12-12
46693,Narain,Pargas,Technique Leader,1985-03-16,9999-01-01
46792,Martins,Gonthier,Staff,1985-07-12,1992-07-12
46816,Perla,Rahier,Staff,1985-11-27,1994-11-27
46851,Kristin,Broder,Technique Leader,1985-09-16,9999-01-01
46893,Foong,Businaro,Staff,1985-06-24,1994-06-24
46899,Arun,Iisaku,Engineer,1985-02-20,1994-02-20
46904,Dekang,Terkki,Engineer,1985-07-17,1990-07-17
46912,Honglan,Lanphier,Engineer,1985-05-12,1993-05-12
46978,Hugo,Standera,Engineer,1985-07-10,1993-07-10
46989,Rimon,Tsukune,Technique Leader,1985-06-08,9999-01-01
47055,Oscar,Itzigehl,Engineer,1985-04-19,1990-04-19
47075,Yuping,Rajala,Staff,1985-02-18,1994-02-18
47087,Anyuan,Yurov,Staff,1985-04-20,1994-04-20
47126,Jacopo,Vickson,Senior Engineer,1985-04-01,1985-10-18
47179,Kristina,Frijda,Engineer,1985-03-14,1991-03-14
47182,Kannan,Syang,Staff,1985-12-13,1994-12-13
47233,Ger,Waymire,Engineer,1985-10-13,1994-10-13
47283,Oldrich,Zwicker,Staff,1985-10-21,1993-10-21
47290,Djelloul,Yoshimura,Engineer,1985-07-09,1993-07-09
47305,Udi,Honiden,Senior Staff,1985-02-22,9999-01-01
47337,Valery,Potthoff,Staff,1985-07-05,1991-07-05
47564,Xudong,Madeira,Senior Staff,1985-10-17,9999-01-01
47571,Vugranam,Saoudi,Staff,1985-06-03,1990-06-03
47588,Dekang,Gluchowski,Staff,1985-08-14,1994-08-14
47642,Sasan,Dalton,Staff,1985-10-27,1986-10-05
47711,Xianlong,Mapelli,Engineer,1985-04-23,1994-04-23
47781,Heping,Iwayama,Staff,1985-09-11,1990-09-11
47931,Clyde,Gide,Assistant Engineer,1985-05-23,1993-05-23
47982,Trygve,Passino,Engineer,1985-11-26,1990-11-26
48010,Kitty,Luce,Senior Staff,1985-11-15,9999-01-01
48024,Zhenbing,Kamber,Technique Leader,1985-05-04,9999-01-01
48070,Yongmao,Qiwen,Engineer,1985-12-15,1990-12-15
48156,Shaowei,Baba,Engineer,1985-09-21,1993-09-21
48172,Ayonca,Schahn,Staff,1985-02-10,1994-02-10
48217,Pranav,Sabnani,Engineer,1985-07-20,1990-07-20
48247,Gil,Waeselynck,Engineer,1985-09-28,1991-09-28
48281,Arun,Perfilyeva,Engineer,1985-02-25,1994-02-25
48336,Yefim,Ramalingam,Staff,1985-08-13,1990-08-13
48345,Shigeichiro,Ruther,Staff,1985-02-24,1993-02-24
48395,Phuoc,Gist,Engineer,1985-05-16,1990-05-16
48411,Tesuro,Ramsak,Engineer,1985-02-17,1994-02-17
48424,Bingning,Demizu,Engineer,1985-11-03,1990-11-03
48565,Munehiro,Caine,Senior Engineer,1985-10-01,9999-01-01
48582,Eric,Xiaoshan,Engineer,1985-12-28,1990-12-28
48680,Jamaludin,Majewski,Staff,1985-07-08,1993-07-08
48753,Nitsan,Mitzlaff,Staff,1985-06-22,1993-06-22
48770,Kwangyoen,Munro,Staff,1985-07-11,1990-07-11
48822,Hitomi,Murtafg,Engineer,1985-02-26,1990-02-26
48888,Bokyung,Baca,Staff,1985-07-04,1992-07-04
48889,Ebbe,Serov,Senior Staff,1985-05-17,9999-01-01
48898,Aleksander,Fiutem,Technique Leader,1985-12-11,9999-01-01
48903,Eberhardt,Diderrich,Engineer,1985-04-03,1990-04-03
48906,Guther,Linnainmaa,Engineer,1985-10-01,1994-10-01
48956,Masasuke,Katalagarianos,Engineer,1985-06-30,1992-06-30
48967,Tamiya,Rabehasaina,Engineer,1985-11-29,1991-11-29
49011,Malu,Thimonier,Staff,1985-10-04,1991-10-04
49141,Shahid,Junot,Engineer,1985-09-22,1994-09-22
49208,Arunachalam,Vesna,Senior Engineer,1985-05-08,9999-01-01
49247,Halsur,Krider,Senior Engineer,1985-08-01,9999-01-01
49250,Nechama,Birdsall,Senior Engineer,1985-02-09,9999-01-01
49289,Masaki,Roccetti,Engineer,1985-05-02,1992-05-02
49349,Shuichi,Perl,Staff,1985-06-14,1992-06-14
49440,Monique,Ciolek,Engineer,1985-03-15,1990-03-15
49528,Kristen,Baig,Staff,1985-12-11,1993-12-11
49596,Zhonghua,Sidhu,Senior Engineer,1985-05-25,9999-01-01
49628,Jeong,Pintelas,Senior Engineer,1985-03-05,9999-01-01
49805,Panayotis,Badache,Senior Engineer,1985-07-14,9999-01-01
49905,Gian,Alblas,Engineer,1985-09-11,1990-09-11
49910,Pascal,Polajnar,Senior Staff,1985-06-14,9999-01-01
49928,Tristan,Khasidashvili,Assistant Engineer,1985-06-07,1991-01-26
49955,Vugranam,Wissmann,Staff,1985-03-11,1994-03-11
50065,Paloma,Brodie,Senior Staff,1985-04-17,9999-01-01
50076,Collette,Motley,Engineer,1985-03-05,1994-03-05
50197,Kristinn,Boguraev,Staff,1985-12-05,1990-12-05
50225,Jaewon,Marrevee,Engineer,1985-10-15,1991-01-07
50239,Yinlin,Erni,Senior Staff,1985-05-13,9999-01-01
50408,Amstein,Angelov,Staff,1985-10-26,1991-10-26
50463,Randy,Riesenhuber,Staff,1985-09-14,1992-09-14
50488,Susanna,Lorie,Staff,1985-08-04,1990-08-04
50569,Fox,Sommer,Staff,1985-11-15,1993-11-15
50593,Mart,Bierbaum,Assistant Engineer,1985-03-15,1991-03-15
50596,Susanna,Suomi,Staff,1985-05-30,1991-05-30
50702,Nobuyoshi,Pouyioutas,Assistant Engineer,1985-03-05,1991-03-05
50741,Navin,Schapire,Engineer,1985-11-12,1992-11-12
50765,Temple,Basart,Engineer,1985-07-17,1993-07-17
50834,Noritoshi,Maliniak,Assistant Engineer,1985-05-14,1990-05-14
50885,Kazuhiko,Masada,Staff,1985-10-21,1993-10-21
50896,Shaleah,Lowrie,Staff,1985-06-03,1993-06-03
51131,Matt,Picci,Staff,1985-12-14,1991-12-14
51158,Xiahua,Zeilberger,Engineer,1985-03-22,1990-03-22
51244,Remco,Matzov,Senior Engineer,1985-11-08,9999-01-01
51253,Yahiko,Schlegelmilch,Engineer,1985-09-15,1994-09-15
51302,Boguslaw,Eugenio,Engineer,1985-11-19,1992-11-19
51386,Shaw,Morrin,Engineer,1985-12-16,1992-12-16
51415,Sadok,Bahr,Staff,1985-11-22,1991-11-22
51454,Paris,Gischer,Staff,1985-02-02,1991-02-02
51527,Arnd,Siepmann,Engineer,1985-09-19,1994-09-19
51609,Adit,Arlazarov,Engineer,1985-04-25,1990-04-25
51625,Krisda,Ossenbruggen,Technique Leader,1985-08-19,9999-01-01
51749,Katsuo,Beerel,Staff,1985-11-14,1993-11-14
51769,Kokou,Gimbel,Senior Engineer,1985-10-31,9999-01-01
51830,Rosalie,Delgrande,Staff,1985-09-20,1990-09-20
51845,Mabry,Hardjono,Senior Staff,1985-10-13,1993-01-23
51850,Shakhar,Lalonde,Engineer,1985-06-21,1991-12-05
51856,Shahid,Rullman,Staff,1985-07-07,1994-07-07
51866,Hilary,Rosar,Staff,1985-04-21,1993-04-21
51903,Chuanyi,Mundy,Senior Engineer,1985-08-19,9999-01-01
51924,Katsuyuki,Joslin,Staff,1985-12-11,1994-12-11
51954,Mayuri,Theuretzbacher,Staff,1985-07-28,1990-07-28
51966,Adil,Luiz,Staff,1985-07-30,1994-07-30
51986,Mokhtar,Varley,Engineer,1985-11-21,1992-11-21
51996,Hatsukazu,Keirsey,Engineer,1985-11-08,1991-11-08
52022,Kwangsub,Atrawala,Staff,1985-03-28,1991-03-28
52100,Kotesh,Rosay,Engineer,1985-07-10,1993-07-10
52119,Christoph,Pettey,Staff,1985-05-14,1990-05-14
52160,Mani,Butner,Engineer,1985-05-21,1991-05-21
52187,Shooichi,Baca,Senior Staff,1985-10-23,9999-01-01
52203,Badri,Gill,Assistant Engineer,1985-02-27,1994-02-27
52223,Sverrir,Tagansky,Engineer,1985-10-29,1994-10-29
52239,Hatsukazu,Nollmann,Staff,1985-06-20,1991-06-20
52247,Filipp,Vitiello,Staff,1985-06-25,1994-06-25
52290,Arif,Baca,Senior Staff,1985-11-03,9999-01-01
52318,Tze,Iisaka,Senior Staff,1985-08-05,9999-01-01
52414,Tzvetan,Rubsam,Engineer,1985-05-27,1991-05-27
52442,Barry,Godskesen,Staff,1985-07-16,1990-07-16
52554,Mizuhito,Lukaszewicz,Engineer,1985-12-06,1990-12-06
52555,Etsuo,Xiaoshan,Engineer,1985-07-13,1992-09-17
52563,Remco,Lorys,Engineer,1985-03-29,1988-05-01
52572,Padma,Gyimothy,Assistant Engineer,1985-12-08,1993-12-08
52573,Van,Gente,Staff,1985-11-30,1992-11-30
52649,Rafael,Farrag,Engineer,1985-03-28,1993-03-28
52659,Marek,Beidas,Engineer,1985-05-23,1988-02-01
52696,Anestis,Comyn,Senior Staff,1985-02-13,9999-01-01
52725,Harngdar,Irland,Engineer,1985-09-19,1994-09-19
52801,Tran,Jiang,Staff,1985-02-04,1991-02-04
52821,Takushi,Wissmann,Assistant Engineer,1985-06-27,1993-06-27
52983,Mary,Litzkow,Assistant Engineer,1985-11-23,1994-11-23
53001,Jiong,Hiltgen,Engineer,1985-03-18,1991-08-06
53023,Werner,Eppinger,Engineer,1985-02-28,1990-02-28
53031,Harjit,Rosenbaum,Senior Staff,1985-02-03,9999-01-01
53052,Koldo,Cannard,Engineer,1985-04-23,1991-04-23
53218,Mari,Francisci,Staff,1985-08-11,1992-08-11
53305,Subbu,Berztiss,Engineer,1985-12-20,1990-12-20
53307,Jaewon,Angot,Staff,1985-07-07,1994-07-07
53321,Remko,Homond,Engineer,1985-06-13,1992-06-13
53345,Toong,Serre,Engineer,1985-02-03,1989-11-05
53406,Kristof,Munke,Staff,1985-12-29,1992-12-29
53543,Shao,Winter,Senior Staff,1985-10-28,1993-11-16
53558,Sadok,Himler,Engineer,1985-07-22,1992-07-22
53594,Junsik,Ciolek,Staff,1985-08-22,1988-12-13
53618,Candido,Christ,Senior Staff,1985-11-15,9999-01-01
53666,Srinidhi,Huxford,Staff,1985-05-26,1992-05-26
53717,Elvis,Sullins,Engineer,1985-08-28,1992-08-28
53872,Khosrow,Attimonelli,Engineer,1985-05-17,1991-05-17
53898,Gretta,Wossner,Engineer,1985-02-20,1992-02-21
53969,Shuho,Baalen,Engineer,1985-07-10,1993-07-10
53989,Mohamadou,Leijenhorst,Staff,1985-11-12,1994-11-12
54107,Uzi,Leivant,Senior Staff,1985-07-14,9999-01-01
54156,Guadalupe,Pappas,Staff,1985-08-04,1991-08-04
54248,Shiv,Eterovic,Staff,1985-11-27,1993-11-27
54275,Divier,Lamparter,Engineer,1985-08-22,1994-08-22
54296,Masadi,Bresenham,Senior Staff,1985-10-12,9999-01-01
54330,Mitsuyuki,Dehkordi,Senior Staff,1985-06-06,9999-01-01
54363,Beshir,Ponthieu,Engineer,1985-05-19,1991-05-19
54432,Danel,Rousseau,Staff,1985-03-02,1993-03-02
54435,Kristina,Luga,Engineer,1985-05-27,1990-05-27
54486,Bedir,Merey,Staff,1985-12-06,1989-02-19
54622,Yoshimitsu,Vitiello,Engineer,1985-10-05,1991-10-05
54649,Sanjai,Trystram,Staff,1985-09-15,1994-09-15
